,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
34758,B777-222B,19APR FRA DF -T :F-A CREW REST ENTRY DOOR INOP., :DEF F-A CREW REST AS NOT USABLE IAW MEL,TF,36,Delay>15mins,2520,PASSENGER COMPARTMENT
34813,B777-222B,L2 STATION IFE CMT CAN NOT WORK BY- 903543, :CYCLED MONITOR SW AND L4 CMT OPERATION NO RMAL.,TL,21,Delay>15mins,2520,PASSENGER COMPARTMENT
34845,B777-222B,22MAY ORD DF -T :SEAT 6J LEG REST WILL NOT STAY UPRIGHT. BY- 103770, :LEG REST ACT INOP,TA,47,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
34882,B777-222B,COCKPIT OVERHEAD HYD PANEL REMOVED FOR C1 KORRY SWITCH REPLACEMENT. BY- 99420, :ACP INSTALL OF OVHD HYD P ANEL SEE PTT6062013 AND PTT6062014.,TA,32,Delay>15mins,2510,FLIGHT COMPARTMENT EQUIPMENT
35091,B777-222B,ERONIOUS OVERSPEEDWARNING FL350 288KTS. 10KTS BELOW REDLINE. M.84, :ACCOMPOLISHED TASK PER AM M 05-51-04.FOUND WITHIN LIMITS.,TL,36,Delay>15mins,2520,PASSENGER COMPARTMENT
35092,B777-222B,26SEP SFO DF -T :PILOT CREW REST DOOR WONT OPEN, :PLACED DOOR ON MEL,TF,21,Delay>15mins,2520,PASSENGER COMPARTMENT
35194,B787-8,SEAT 6E INOP,RESET ECU ON SEAT 6E  OPS CK NORMAL,TL,44,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35195,B787-8,1D&E OUT OF SERVICE.EMP# 0690B IS INVALID USING EMP# 61670 SCEPTRE ENRY ONLY.,"REMOVED FOD FROM SEAT JOINTS & RESET PLUG AT KDB,OPS CHKNORMAL.",TF,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35196,B787-8,PANEL OVER DOOR 2L IS LOOSE.,SECURED PANEL,TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35197,B787-8,SEAT 25A ARMREST BROKEN.,REPLACED BROKEN ARMREST AT SEAT 25A. REF AMM DMC-B787-A-25-25-01 -05F-520A AND 720A. PLACARD REMOVED WPB VYTAUTAS S BOBKOVAS F98 7,TF,56,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35198,B787-8,SEATBELT AT 5L SOILED,REPLACED SEATBELT.,TL,41,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35199,B787-8,SIDEWALL TO FLOOR PLASTIC PANEL IS CRACKED AND BROKEN AT SEAETS 20 TO 21L,REPLACED DAMAGED MOPSIL AT 20 21 L REF ECRA 2521-02908. DIP CLOSED. WPB VYTAUTAS S BOBKOVAS F9847.,TA,105,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35200,B787-8,AIRCRAFT F/A PANEL CANNOT DIM WINDOWS ZONE B&C L.,"REINSTALLED CONFIG DATABASE, WINDOWS B&C ZONES LEFT SIDE, CHECKAND DIM NORMAL.",TL,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35201,B787-8,AFT GALLEYCHILLER AT DR 4R INOP.,"ACP'D GROUND TEST ON CMCF ICS, OPS CHECKED OK, TEST PASSE.",TF,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35243,B787-8,LAV H TRIM PANEL BETWEEN LAV TOILET SHROUD AND LAV SINK IS BROKEN.,REPLACED TRIM PANEL IN LAV H REF EC/RA 2540-02199. DIP CLOSED,TF,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35244,B787-8,CAPT LOWER SEAT CUSHION DAMAGED,R&R CAPT LOWER SEAT CUSHION  CHECK GOOD  WPB M9160,TA,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35245,B787-8,EMER. ESCAPE DEVICES DOOR WILL NOT SECURE CLOSE,R/R EMER ESCAPE DEVICE DOOR IN COCKPIT REF DMC-B787-A-15-06-010-941A-D,TA,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35246,B787-8,PORT O2 AT 2L PRESSURE LOW,REPLACED OXYGEN BOTTLE AT 2L.,TA,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35247,B787-8,FOUND HOSE LOOSE MID GALLEY CARRER POSITION 404RCLEAR LIQUID DRIPPING.,FOUND WATER FROM LOOSE CLAMP ON WATER HOSE - TIGHTENEDNOW SATIS.,TA,152,Delay>15mins,2530,GALLEYS
35299,B787-8,F.O SEAT HAS BO POWER TO MOVE.,REF L/P# 8073183 F/O'S SEAT POWER ADJUSTMENTS INOP.ON MEL.,TM,77,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35300,B787-8,6B TRAY TABLE INOP.,FOUND TRAY TABLETRACK WERE ROLLER SLIDES OBSTRUCTED. CLN'D TRACK. OPS CK GOOD.,TF,52,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35301,B787-8,HANDREST LOOSE 5D,ADJUSTED ARMREST. OPS CHKS GOOD,TL,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35302,B787-8,PSU OVER SEAT 1DE OPEN MASK HANGING.,RESET PSU OPS CK OK,TA,25,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35303,B787-8,RAMPER REPORTS: AFT CARGO UPPER LATCH BROKE AT LOAD AND UNLOADPANEL.,"REPLACED AFT CARGO LATCH ASSY, OPS CKS GOOD.",TA,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35304,B787-8,CAPT SEAT POWER INOP,CYCLED CE251180-CAPT SEAT POWER-OPS NORMAL-REMOVED PLA-C/N 777169,TL,42,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35353,B787-8,LOG PAGE #7580667 WAS SIGNED OFF IN ERROR. LOG READS SEAT 35DEF INOP DUE TO PSU O2 DOOR LATCH INOP,SEATS AT ROWS 35DEF ARE NOW SERVICABLE PSU IS NOW SERVIABLE REFL/P 7580666 C/N 746022 IS CLOSED,TL,81,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35354,B787-8,"LAV ""D"" SEAL BROKEN AFT INBD CORNER UPPER LATCH AREA",PER ECRA 2549-01027 REV A UPGRADED INTERIM REPAIR ACCOMPLISHEDIS NOW CONSIDERED PERMENANT REPAIR. DIP 32629 CLOSED PER ECRA2549-01027 REV A.,TC,91,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35355,B787-8,SEAT 4K AISLE ARMREST LOOSE.,ARMREST AT 4K PLACED ON MEL 25-25BJ CONTROL NUMBER 745396. SEAT OK FOR SERVICE,TL,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35356,B787-8,COFFEEMAKER 806 AFT GALLEY LEAKING H20,"R/R COFFEEMAKER 608 AFT GALLEY OPS CHECK GOOD AND LEAK CHECK GOODROTABLE PARTS CHANGE WAS INDICATED - TT # 1711150  SN OFF 03906COFFEEMAKER, A/  OFF 78-2500-9-9001 3906 ON 78-2500-9-9001 8801",TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35357,B787-8,LAV D TRASH CABINET DOOR WILL NOT CLOSE /LOCK.,SECURED LAV D TRASH CABINET.,TA,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35358,B787-8,SEAT 1B RECLINE AND FOOT REST INOP ELECTRICALLY.,"ROTABLE PARTS CHANGE WAS INDICATED - TT # 1693268  SN OFF 07705UNIT, ELECTRONI  OFF 25-2525-9-9001 7705 ON 25-2525-9-9001 0848",TF,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35359,B787-8,COFFEE MAKER 509 (MID GALLEY) CONSTANTLY OVERFLOWS WATER.,"ROTABLE PARTS CHANGE WAS INDICATED - TT # 1673152  SN OFF 07610COFFEEMAKER, A/  OFF 78-2500-9-9001 7610 ON 78-2500-9-9001 3907",TL,9,Delay 6-15mins,2530,GALLEYS
35416,B787-8,SEAT 6E NO RECLINE,RECONNECTED ELECTRICAL CONNECTORS AND RECALIBRATED SEAT. SEAT OPS CHECKS NORMAL PLACARD REMOVED.,TL,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35417,B787-8,CEILING PNL LATCH ABOVE SEATS ABC BROKEN,REPLACED AFT LATCH ASSY OF CEILING PNL AT 29 ABC. PNL IS SECUREREF DMC-B787-A-25-21-06-00A-520A-A,TP,113,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35418,B787-8,CHILLERS AT ALL GALLEYS ARE NOT WORKING,REF LOG 8288570 FOR CORRECTIVE ACTION PLA CLEARED,TF,1,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35419,B787-8,MID GALLEY DRAIN SIEVE (SCREEN) IS MISSING,REPLACED DRAIN SCREEN IN SINK AT MID GALLEY SINK PLACARD REMOVED,TF,28,Delay>15mins,2530,GALLEYS
35465,B787-8,"PILOT CREW BUNK, A/C LEFT 3 PLASTICS BROKE OFF THE CURTAIN.PLEASE RE-ATTACH",REMOVED AND REPLACED CURTIAN ASSY W/PART #86422200-3. OK FORSERVICE DIP REMOVED.,TF,46,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35466,B787-8,DOOR 4L SLIDE BUSTLE AFT LATCH KEEPER TORN-OFF.,DOOR 4L SLIDE AFT LATCH KEEPER (DOOR VERTICAL FRAME SUPPORT)REPLACED. WORK DETAIL ATTACHED FORM 44.0008 ITEM 1-8 ACCOMPLISHED AND ECRA 5240-01770 ACCOMPLISHED,TF,179,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35467,B787-8,CAPTAIN'S FOLDABLE WINDOW SHADE IS TEARING AT THE SEAM AND METAL IS EXPOSED.,REPLACED SHADE ASSEMBLY WITH NEW ARTICLE.,TA,20,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35468,B787-8,FLIGHT DECK CARPET WORN.,REMOVED AND REPLACED TWO COCKPIT CARPET PIECES. REF IPCDCM-B787-A-25-16-00-010-914A-D ITEM 105 & 135. REF AMM DCM-B787-A-25-27-01-01A-720A-A AND ECRA 2520-05736 FOR INSTALLATION.CAPT AND FO'S SEATS WERE NOT REMOVED TO INSTALL CARPET.,TL,1,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35469,B787-8,"FOUND ON WALK AROUND AFT PIT SEVERAL BALLS MISSING ON MIDDLE MATT, AFT OUTBD MISSING 1 BALL",REPLACED SEVERAL BALL ASSEMBLIES IN FWD CARGO BIN,TF,111,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35522,B787-8,"LAV ""L"" SINK CLOGGED DRAIN.",REMOVED DEBRIED SINK OK TO CONTINUE DONE BY MP 09095,TL,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35523,B787-8,COCKPIT FIRE EXTINGUISHER PAST DUE DATE.,REPLACED BOTTLE (HALON) IN COCKPIT.,TA,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35524,B787-8,FIRST OFFICER F/O SIDE STOWAGE COMPARTMENT DOOR BROKE....,REPLACED F/O'S STOWAGE COMPARTMENT DOOR.  PLACARD REMOVED.,TF,7,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35525,B787-8,CB - CE4421324 FDB - 2 ROB TRIPPED.,"CB HAS TRIPPED LAST 6 LEGS. CB PULLED AND VIRTUAL COLLARED, AFFECTED SYSTEMS INDIVIDUALLY DEFERRED SEE LOG PAGES 8253999 PWR OUTLETS 8260900 SEAT POWER & 8260901 VIDEO INOP.",TF,85,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35526,B787-8,SEAT 18C SEAT BACK DIRTY,REPLACED 18C SEAT BACK,TA,36,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35527,B787-8,PLACARD ISSUED DUE TO REINSPECT G2 GLY FLOOR MAT PER ECRA-2530-03738. RECHECK PRIOR TO EACH DEPT.,REF ECRA FLOORING WAS DEFERRED PER 2530-03738 A REVISION WASMADE ELLIMINATING THE CK EA FLT... CLOSED THIS LOGPAGE.,TF,85,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35528,B787-8,EVAC COMMAND CAME ON SEVERAL TIMES AFTER BLOCK OUT.  TURNED SWITCH OFF PER TOMC.,"NOTE: EVAC ARMED IAH-DEN-NRT-DEN-IAH NO FAILURES. C/W WIRING CHK WDM 787-A-25-63-11-03A-051A-D 5 WIRES F/A MSTR SERV. PNL @ 1R -CZU#1 OK. HARNESS SHAKE DWN, THRU FLOOR INTO E&E VERIFIED NO DMGTAXIED A/C- NO FAULTS(FA MSTR SERV PNL DR 1R WAS FIX) MEL CLSD.",TL,17,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35529,B787-8,AED HOURGLASS NOT VISIBLE.,REPOSITIONED AED. OK FOR SERVICE.,TA,13,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35530,B787-8,F/A JUMPSEAT 4 CENTER(IN AFT GALLEY)HAS BROKEN STOWAGE DOORBENEATH SEAT.,REINSTALLED HINGE PIN SECURED SPRINGS,TF,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35580,B787-8,AFT PIT FWD LH BLOW OUT PANEL COMING LOOSE.,RESECURED PANEL.,TA,21,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35581,B787-8,SEAT BACK AT SEAT 23L WILL NOT STAY UPRIGHT.,"REMOVED & REPLACED NEW SEATBACK HYDROLOK ASSY @ 23L,OPS CKDNORMAL.PLA REMOVED.",TF,28,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35582,B787-8,EXIT PANEL CAME OFF CEILING DOOR 2LEMPLOYEE SHOULD BE U233400,REMOVED AND REPLACED FASTENERS SECURED PANEL,TF,74,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35583,B787-8,LAV G TOILET SEAT WILL NOT STAY UP.,REMOVED AND REPLACED LAV G. TOILET SEAT DETENT ASSY. OPS CHECKSGOOD.,TF,9,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35584,B787-8,AFT MOST AED COMPARTMENT LOCK BROKEN/MISSING,REMOVED BROKEN EMK CONTAINER LOCK INSTALLED SERVICEABLE OP'SCHECK GOOD PLACARD REMOVED,TS,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35637,B787-8,FOUND FAULT LIGHT ILLUMINATED ON GALLEY 4R-  MSG 21-53881AFTER TEST,"FOLLOWED FIM DMC-B787-A-21-50-F3-H6A-421A-A, ACCOMPLISHED ICSSYS GALLEY AIR TEST PASSED. CHILLER OPN BACK TO NORMAL.",TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35638,B787-8,AFT GALLEY R/H CHILLER FAULT LIGHT IS ON NOT COOLING..,PERFORMED COMPLETE OPSCHECK ON ALL GALLEY CHILLERS OPS CHECK GOOD MEL REMOVED,TL,41,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35639,B787-8,ROW 17 JKL SIDEWALL PANEL INSERT TRIM SEPARATED AT THE FLOORALSO TRIM AT FLOOR SEPARATED.,REINSTALLED SIDEWALL PANEL @ 17JKLREF AMM B787-A-25-21-01-00A PER PART 3 ECRA 2521-02876. OK TO CONTINUE.,TF,135,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35640,B787-8,SEAT 1L FOOT REST WILL NOT STAY UP WHEN WEIGHT IS ON IT,"REMOVED AND REPLACED FOOT REST MOTOR,OPS CHECK NORMAL.WPB TR 74042ROTABLE PARTS CHANGE WAS INDICATED - TT # 1803733  SN OFF 09920ACTUATOR, LEGRE  OFF 25-2521-9-9003 0920 ON 25-2521-9-9003 9948",TA,8,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35641,B787-8,BUNK 1 IN PILOT CREW REST PRIVACY CURTAIN IS MISSING CLIPS THAT HOLD IT IN THE TRACK,"INSTALLED MISSING CURTAIN CLIPS , OK TO CONT",TA,12,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35642,B787-8,IN SEAT POWER INOP AT SEATS ADJ THROUGHOUT ECONOMY,RESET PASSENGER SEAT CONTROL UNIT ALL OPS CKD OK,TL,18,Delay>15mins,2520,PASSENGER COMPARTMENT
35692,B787-8,OVHD STOW BIN RELEASE TOOL IS MISSING FROM ATTENDANT STOWAGEBELOW SEAT AT DOOR 1L.,"INSTALLED NEW RELEASE TOOL AT BELOW F/A'S JUMPSEAT AT 1L DOOR,OK TO CONTINUE,PLACARD REMOVED.",TF,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35693,B787-8,EMERGENCY EQUIPMENT RACK @STA 118 WILL NOT STOW - DOOR WILL NOTCLOSE.,RESECURRED 02 BOTTLE SLIDE OUT HINGES AND COMP 118 FWD GALLEYOK FOR SVC.,TL,61,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35694,B787-8,TRIM PIECE AT ROW 28DEF NEEDS REATTACHING.,INSTALLED UPPER TRIM ON O/H BIN ROW 28DEF,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35695,B787-8,SEAT 6D ELEC SEAT ADJUSTMENTS INOP,ROTABLE PARTS CHANGE WAS INDICATED - TT # 1712418  SN OFF 08737,TF,26,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35696,B787-8,SVS OUTLET DOOR 1R OPEN/TRIP CB UNKNOWN,RESET SYS MM REF DMC B787 A 25 20 F4 06A 421A A OPS CKS OK,TA,33,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35697,B787-8,CREW STOWAGE COMPARMENT AT 36L LOCK INOP..,ADJUSTED LOCK AT AFT RT FA LOCKING CLOSET DOOR. LOCK OPS CHECKSNORMAL PLACARD REMOVED.,TF,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35738,B787-8,WRWARD CLOSET LATCH IS BROKEN.,"REMOVED AND REPLACED LATCH,OPS CHECK NORMAL",TL,43,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35739,B787-8,SEAT RECLINE @ 5L INOP.,RESET ECU ON 5L OPS CKS NORMAL,TL,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35740,B787-8,LAV B SINK IS CLOGGED.,"CLEANED SINK,UNCLOGGED DRAIN,LAV B OPS CHK GOOD.",TL,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35741,B787-8,OVERHEAD PANEL DOOR 3R NEEDS SECURED,RESECURED OVERHEAD PANEL AT DOOR 3R,TA,44,Delay>15mins,2520,PASSENGER COMPARTMENT
35772,B787-8,OFAR AREA CLOSED DUE TO WELS CONTROL UNIT INOP.,"COMPLIED WITH DATA LOAD FOR THE WIRELESS EMERGENCY LIGHTING SYSTEM CONTROL UNITS IAW DMC-B787-A-33-51-07-04A-750A-A, SYSTEM GROUND CHECKS GOOD IAW DMC-B787-A-33-51-00-00D-320A-A, REMOVED MEL FOR OFAR AND REACTIVATED.",TP,0,Cancellation,2500,EQUIPMENT FURNISHINGS GENERAL
35773,B787-8,SEAT 4 D-E NO POWER TO ELEC CONTROL PANEL.,TRIED NEW ECB NO HELP AFTER FUTHER T/SING FOUND KDB NOT WORKINGCLEANDED ALL CONNECTION ON KDB REINSTALLED SAME OPS CHK GOOD ONBOTH SEATS (4 D & E). REMOVED PLACARD AND RETURNED SEATSBACK TO SERVICE,TF,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35774,B787-8,LAV G WILL NOT FLUSH,"CLEANED DRAIN LAV G, OPS CK GOOD , MEL C/W.",TL,61,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35775,B787-8,SEAT BELT 2L RESTRAING CLIP WILL NOT FASTEN,RPL'D SEATBELT AT 2L MALE HALF,TL,69,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35776,B787-8,"SEAT 6K HAS NO AUDIO (FA ROBOOTED POSITION SEVERAL TIMES, SEE PREV 8115398)NOTE; AFTER WRIT-UP ENTERD AND SENT TO TOMC, HEAD SET SWITCHEDAND AUDIO WAS OK,GDS",OP CHKED HEAD SEAT AND AUDIO PLUG. TEST OK.,TA,22,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35777,B787-8,4E WILL NOT COME UP TO FULL UPRIGHT POSTION,REMOVED DEBRIS FROM SEAT TRACK CHECK OPS NORMAL REF IFM 25-25-76PLACARD MEL REMOVED.,TF,27,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35778,B787-8,AT DOOR 4L FLT ATT CLOSET DOOR WONT OPEN.,"REMOVED AND REPLACED CLOSET DOOR LOCK MECHANISM, OPS CHECKS GOODPLACARD REMOVED.",TL,45,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35779,B787-8,OHD PNL AT 1B NOT SECURE.(EMPLOYEE 229000 SHOWES INATTOVE IN SYST.),RE SECURED OHD PNL AT 1B,TA,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35780,B787-8,LAV 4L STORAGE CLOSET BROKEN,REMOVED OBSTRUCTION DOOR CKS GOOD.,TF,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35815,B787-9,BOTH LAV M AND L SINK FAUCET IS RUNNING AND LAV M SINK CLOGGED,"RESET WATER VALVE BOTH LAV M AND L, WATER RUNNING STOPEDUNCLOGGED LAV M SINK OK FOR SERVICE",TL,23,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35816,B787-9,VIDEO SCREEN AT F/A WORK STATION 1L IS INOP.,"IFE SYS REBOOTED, F/A VIDEO SCREEN OPS RECOVERED SATIS.",TL,28,Delay>15mins,2520,PASSENGER COMPARTMENT
35845,B787-9,"LAV CALL LIGHTS INTERMITTENT C,D,H","ADJUSTED LAV CALL LIGHT SWITCHES AT LAVS C,D,H. LIGHTS OPS CHECK NORMAL PLACARD REMOVED WPB VYTAUTAS S BIBKOVAS F9847.",TF,36,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35872,B787-9,AFT CENTER LEFT HAND LOCK INOP ON F/A STORAGE COMPT.CLOSED IN ERROR REF L/P 8335025,"REMOVED & REPLACED NEW LOCK ASSY,OPS CKD NORMAL.PLA REMOVED.",TF,5,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35873,B787-9,ALL COCKPIT ELECTRICAL PLUG-IN INOPINPUT FOR EMPLOYEE NO:23820 WHICH IS INACTIVE.,REMOVED AND REPLACE COCPIT SPM REF AMM DMC-B787-A-44-22-11-010-941A-D. OPS CK NORMAL. REMOVED PLACARD WPB 48259.,TF,12,Delay 6-15mins,2520,PASSENGER COMPARTMENT
35900,B787-9,OVERHEAD BIN 33DEF WILL NOT CLOSE AND LATCH WITH BAGGAGE.,"READJUSTED OVERHEAD BIN 33DEF IAW AMM DMC-B787-A-25-28-04-01A-271A-A. OPS CK GOOD. WPB JB P1197,PLACARD REMOVED",TF,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35901,B787-9,CLOSET AT DOOR 4 AIRCRAFT LEFT HAS BROKEN LATCH..,SECURED LOOSE SCREWS .OPS NORMAL..,TA,3,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35902,B787-9,UPPER STOWAGE CABINET AIRCRAFT RIGHT JUST AFT OF DOOR 2R WILL NOT LATCH CLOSED.   EMPLOYEE NUMBER 0055T IS INACTIVE. USED MX NUMBER.,"REMOVED AND REPLACED DAMAGE FASTENERS,OPS CHECK NORMAL.",TL,29,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35903,B787-9,R2 DOOR JUMPSEAT HATCH OUTBOARD BROKEN HINGE.EMPLOYEE NUMBER U241009 IS INVALID USED EMPLOYEE FOR ENTRY ONLY#09095.,"FOUND JUMPSEAT DOOR WITH SPRING OUT OF POSITION,SECURED SPRINGCHECK GOOD. MEL REMOVED.",TF,2,Delay 0-5mins,2500,EQUIPMENT FURNISHINGS GENERAL
35927,B787-9,"LAV SINK AT 2R (LAV D) FLOWING WATER , FLOODING AREA",SEE REF L/P# 8074393 FOR ORIGINAL DEFERRAL ENTRY.,TF,81,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35928,B787-9,"FLIGHT CREW REST BUNKS CURTAINS NEEDS REATTACHING, (PILOT).","REPLACED FLIGHT CREW BUNK CURTAINS , W.P.B. E.C. U106619 AND C.D. U105569.",TA,56,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35949,B787-9,PAX OVERHEAD PSU PANEL LOOSE AT 36A.,RESECURED OVERHEAD PANEL.,TA,14,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35965,B787-9,F/C L/H LAV SINK SLOW TO DRAIN.,CLEARED PAPER FROM AROUND SINK DRAIN STOPPER. OPS CKD NORMAL.WORK DONE BY J.W.08303,TL,10,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35978,B787-9,EMERGENCY FLASHLIGHT AT DOOR 4L WILL NOT TEST.,"SECURED FLASHLIGHT, CKD OK.",TL,35,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35979,B787-9,DOOR 4-L MISSING OPEN DOOR DIAGRAM PLACARD..,INSTALLED PICTORAL OPEN DOOR PLACARD @ 4L DOOR.P/N CDPL553-5.DIPC/N 37721 CLEARED.,TF,7,Delay 6-15mins,2520,PASSENGER COMPARTMENT
35997,B787-9,SEAT ROWS 8 AND 16ABC DEHUMIDIFIER LEAKING WATER ONTO SEATS.,"RAR ZONAL DRYER FAN IAW AMM DMC B787-A-21-72-05-00A-520A-A AND DMC-B787-A-21-72-05-00A-720A-A OPS CHECKED GOOD AND ALSO FOUND LOOSE HOSE AT 8 ABC CEILING PANEL RESECURED HOSE AS REQURIED PLACARD REMOVED WPB P1198ROTABLE PARTS CHANGE WAS INDICATED - TT # 1623107  SN OFF 00987IPC REFERENCE #FAN, ZONAL DRYE  OFF 78-2100-9-9007 0987 ON 78-2100-9-9007 0074",TF,83,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
35998,B787-9,SEAT 16C SEAT CUSHION AND COVER WET DUE TO PACK CONDENSATIONWATERDRIP STOPED BY PACK TEMP. CHANGED.,"SEAT COVER AND CUSHION INSPECTED DRY, FIXED CRONIC LEAK ISSUE. OK FOR SERVICE.",TF,11,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
36007,B787-9,"DURIND TAXI OUT F/A'S REPORTED ELECTRICAL SMELL AND DISCOLORING OF OVEN 409, MID GALLEY. RETURNED TO GATE","REMOVED AND REPLACED STEAM OVEN @ LOC 409, OPS NORMAL.ROTABLE PARTS CHANGE WAS INDICATED - TT # 1885537  SN OFF 00292IPC REFERENCE #                                              NOOVEN, STEAM,     OFF 78-2530-9-9001 0292 ON 78-2530-9-9001 5023",TA,113,Delay>15mins,2500,EQUIPMENT FURNISHINGS GENERAL
21,A319-131,READING LITE FLT ATTDT J/S INBOARD DR 1L BLINKS,RELAMPED READING LIGHT OPS NORMA. PERFORMED OPS OF READING LIGHT REF M/M 23-73-64-720-001-A NO FLICKERING NOTICED.ADD EMP:U196295,TC,6,Delay 6-15mins,2500,EQUIPMENT FURNISHINGS GENERAL
