,fleet,problem_log,corrective_action,delay_code,station_delay_minutes,d&c_category,ata4_code,ata4_desc
13108,B737-800,passenger call light from seats 37def does not activate overhead call light in aft ceiling per u242249,positioned dip switch to chime in aft cabin ops checks normal removed placard,TF,21,Delay>15mins,2500,equipment furnishings general
13110,B737-800,door 2l door slide has a black wire and a strap hanging downdisconnected ,c w escape slide render safe checklist 99 2560 1 9900 remo ved repacked and reinstalled l 2 door slide per amm 25 66 01 000 801 400 803 and amm 25 66 01 000 802 400 801 a c o k for continued service ,TL,33,Delay>15mins,2560,emergency equipment
13147,B737-800,for tdr onlyr 1 door slideref l p 8451791,for tdr only,TA,52,Delay>15mins,2500,equipment furnishings general
13148,B737-800,forward cargo compt net left of door entrance p n 453a1810 10has 2 broken clips oneon top and one on bottom ,cargo net has already been replaced dip closed ,TF,20,Delay>15mins,2500,equipment furnishings general
13149,B737-800,strap hanging from the slide at 1r,performed render safe check list w c 99 2560 1 9900 removed 1rslide pack and cover stowed strap into slide pack and installed slide i a w 25 66 01 000 804 and 25 66 01 400 804 and 25 66 01 400 803,TA,110,Delay>15mins,2500,equipment furnishings general
13150,B737-800,forward galley cart latch is loose,secured cart latch,TL,14,Delay 6-15mins,2500,equipment furnishings general
13151,B737-800,catering opened r1 door girt bar was not fully engaged inclips and unraveled slide pack ,replaced emergency slide per mm 25 66 01 400 804 803 render safe checklist attached insp u226030 rotable parts change was indicated tt 1851350 sn off 00195slide b737ng off 29 2561 9 0003 3195 on 29 2561 9 0003 3365,TA,77,Delay>15mins,2500,equipment furnishings general
13152,B737-800,first observers 02 mask moved to f o position,rotable parts change was indicated tt 1864478 sn off 02530mask oxygen c off 99 3512 9 9001 2530 on 99 3512 9 9001 8026,TL,25,Delay>15mins,2500,equipment furnishings general
13153,B737-800,seat 22f window shade wont go down ,repositioned window shade in track ok to cont ops checks good ,TF,22,Delay>15mins,2500,equipment furnishings general
13154,B737-800,observers cup holder missing,replaced obs cup holderpla removed,TL,20,Delay>15mins,2500,equipment furnishings general
13155,B737-800,forward lavatory door not closing properly,replaced 3ea threaded inserts at threshold ref gpm 1 8 027 reinstalled threshold and sealed ,TA,26,Delay>15mins,2500,equipment furnishings general
13156,B737-800,after eng2 start and at start of taxi complaint of burning smell near exit rows mid cabin,compliied with smoke odor questionair form 46 6020 and performed task 05 51 26 800 801c1 no faults noted ran engines as precausionary no findings aircraft okay for service ,TA,106,Delay>15mins,2500,equipment furnishings general
13157,B737-800,seats 1e 2e 4e 3b seat backs flex excessively,removed seatbacks and sent to hobby seat shop for repair reinstalled seatbacks removed inoperable stickers seats opgood placard removed,TA,10,Delay 6-15mins,2520,passenger compartment
13205,B737-800,seat 30c seat cushion needs replacing ,r r seat cush 30c ,TA,12,Delay 6-15mins,2500,equipment furnishings general
13206,B737-800,cabin position 410 pull out stepwill not retract ,r and r foot peg ops checks good at this time,TL,17,Delay>15mins,2500,equipment furnishings general
13207,B737-800,aft galley coffee maker at 419 burner inop ,removed and replaced coffee maker at pos 419 ops checks goodplacard removedrotable parts change was indicated tt 1891176 sn off 00142coffeemaker a off 29 2599 9 0001 0142 on 29 2599 9 0001 1017,TF,2,Delay 0-5mins,2500,equipment furnishings general
13208,B737-800,door 1r slide falling out of slide pack while door is armed,removed and replaced forward right slide pack assembly per amm25 66 01 000 802 with 1pc 25 66 00 02 ops checks good okay tocontinuerotable parts change was indicated tt 1423542 sn off 00326ipc reference 25 66 00 02slide b737ng off 29 2561 9 0003 3326 on 29 2561 9 0003 3494,TA,118,Delay>15mins,2500,equipment furnishings general
13209,B737-800,seat 22b tray table will not retract does not stow,replaced tray table latch,TA,29,Delay>15mins,2500,equipment furnishings general
13210,B737-800,headset jack broken 22d,removed and replaced h s jack 22d okay for use,TA,10,Delay 6-15mins,2500,equipment furnishings general
13211,B737-800,seat 34a tray table broken ,traytable was at 30a not 34a replaced latch ops checks good ,TL,7,Delay 6-15mins,2500,equipment furnishings general
13212,B737-800,eemk expired in june 2016,replaced eemk,TF,32,Delay>15mins,2500,equipment furnishings general
13213,B737-800,bin door comingapart at row 30 right,reinstalled uderside at row 30 acft right ,TF,21,Delay>15mins,2500,equipment furnishings general
13214,B737-800,pbe 2r needs seal,placed new seal at pbe 2r,TL,6,Delay 6-15mins,2500,equipment furnishings general
13215,B737-800,door 1r slide pack is hanging out more than normal,rendered safe per card 99 2560 1 9900 removed slide pack and cover repacked girt installed slide pack and cover per task 25 66 01 400 803 reactivated per task 25 66 00 440 801 okay for service,TA,30,Delay>15mins,2560,emergency equipment
13216,B737-800,door 1l girt bar has a rod protruding from the skirt ,removed and replaced l 1 door slide per amm 25 66 01 000 801 400 803 and 25 66 01 000 802 400 801 also render safe checklist escape slide 99 2560 1 9900 a c okay for continued service rotable parts change was indicated tt 1437145 sn off 03595slide b737ng off 29 2561 9 0003 3595 on 29 2561 9 0003 3326,TA,136,Delay>15mins,2560,emergency equipment
13256,B737-800,fwd coffee maker 105 has black residual in water ,tested c m 105 no fault noted brew clean water ,TA,18,Delay>15mins,2500,equipment furnishings general
13257,B737-800,35e seat cover has gum,replaced seat cover 35e ops checks normal,TL,21,Delay>15mins,2500,equipment furnishings general
13258,B737-800,life vest missing 15f,reinstated vest seat useable,TF,3,Delay 0-5mins,2500,equipment furnishings general
13259,B737-800,fo seat will not lock in up vertical position ,replaced fo seat vertical adjustment spring per ipc 25 11 01 53 ops check good ,TA,27,Delay>15mins,2500,equipment furnishings general
13260,B737-800,aft left cabin emergency flashlight discharged,replaced battery ops checks good ,TL,4,Delay 0-5mins,2500,equipment furnishings general
13261,B737-800,slide on 1r loose,secured small section of slide in bustle slide arms anddisarms normally,TL,16,Delay>15mins,2500,equipment furnishings general
13262,B737-800,overhead bin above seat row 30 wont shut ,reset latch iaw amm 25 24 36 ok to for service contract a p 3902955 ,TF,29,Delay>15mins,2500,equipment furnishings general
13263,B737-800,seat buckel broken 27d,secured seat belt ops normal,TL,12,Delay 6-15mins,2500,equipment furnishings general
13264,B737-800,capt seat forward and back lever wont stay in locked pos,replaced captains seat per amm 25 11 01 400 801idt j portello u123566rotable parts change was indicated tt 1568563 sn off 06505seat crew cap off 29 2510 9 0001 6505 on 29 2510 9 0001 6734,TA,7,Delay 6-15mins,2510,flight compartment equipment
13265,B737-800,f a reports door 1l slide pack is protruding from housing ,removed reinstalled door 1l slide after repacking slide bustleper amm 25 66 01 000 802 25 66 01 000 801 25 66 01 400 801 f n u108979 u92774 inspected by qc u054245 ,TA,33,Delay>15mins,2560,emergency equipment
13316,B737-800,please secure captains map light 236575,secured capt map light as required ,TS,18,Delay>15mins,2500,equipment furnishings general
13317,B737-800,26c seat cushion wet ,r r seatcushion at 26c ,TL,3,Delay 0-5mins,2500,equipment furnishings general
13318,B737-800,seat 3b will not stay upright ,re installed bolt nut in recline pivot checks ok ,TL,17,Delay>15mins,2500,equipment furnishings general
13319,B737-800,waste container missing in compartment 414 aft of door 2l ,contacted control center and chelsea compartment in stock and installed by catering okay to continue ,TF,7,Delay 6-15mins,2500,equipment furnishings general
13320,B737-800,r 1 emergency slide has small cable hanging out from packing,removed and replaced r 1 emergency slide iaw amm 25 66 01rotable parts change was indicated tt 1423936 sn off 00125ipc reference slide b737ng off 29 2561 9 0003 3125 on 29 2561 9 0003 3406,TA,12,Delay 6-15mins,2500,equipment furnishings general
13321,B737-800,seat 35d will not stay up and locked ,installed new recline actuator ref amm 25 22 00,TF,1,Delay 0-5mins,2500,equipment furnishings general
13322,B737-800,aft lavatory d toilet needs to be emptied ,aft lavatory d toilet empiteied with assist of lavatory servicecompany ,TF,16,Delay>15mins,2500,equipment furnishings general
13323,B737-800,door 1l slide hanging low,found aft flap of l1 door slide hanging dwn few inches retuckedflap to norm pos slide girtbar ok,TA,87,Delay>15mins,2500,equipment furnishings general
13324,B737-800,no water pressure ,found forward toilet s o valve in the off pos and the aft galleys o valve in the off pos restored both back to the on pos op s chk s ok ,TA,10,Delay 6-15mins,2510,flight compartment equipment
13325,B737-800,f a reported l1 door slide showing below cover ,removed and repacked l 1 door slide and reinstalled same peramm 25 66 01 000 802 400 801 and amm 25 66 01 000 801 400 803 c w escape slide render safe checklist 99 2560 1 9900 andform 46 0035 a c o k for continued service ,TA,88,Delay>15mins,2560,emergency equipment
13326,B737-800,life vest container at 35c fell down ,resecured life vest container seat 35c ,TA,27,Delay>15mins,2560,emergency equipment
13327,B737-800,when armed slide pack 1l appears to have extra material hanging out bottom,refolded and tucked girt bar flap pef amm 25 66 00 840 801,TL,16,Delay>15mins,2560,emergency equipment
13401,B737-800,seat tray table latch or lock broken 37e37e latch broken,installed new latch at 37e ops normal,TF,15,Delay 6-15mins,2500,equipment furnishings general
13402,B737-800,vomit on seat 26c ,replaced seat bottom ,TF,16,Delay>15mins,2500,equipment furnishings general
13403,B737-800,one cargo net tie down fitting damaged in forward pit ,installed forward cargo pit net floor fitting to splice plate ,TA,11,Delay 6-15mins,2500,equipment furnishings general
13404,B737-800,coffee maker nimber419 leaking aft galley,removed and replaced 419 aft galley coffee maker rotable parts change was indicated tt 1878585 sn off 00077coffeemaker a off 29 2599 9 0001 0077 on 29 2599 9 0001 0297,TF,7,Delay 6-15mins,2500,equipment furnishings general
13405,B737-800,ref l p 8630436 most of red green tailskid decal ismissing ,replaced tail skid decal placard removed ,TF,10,Delay 6-15mins,2500,equipment furnishings general
13406,B737-800,first officer seat belt release buckle broken ,replaced seat belt buckle 29 2511 3 0153 ,TA,21,Delay>15mins,2510,flight compartment equipment
13458,B737-800,seat configuration placard center windsceen post does not matchactual,installed placard ,TF,33,Delay>15mins,2500,equipment furnishings general
13459,B737-800,after service door r1 was closed evacuation slide showed somthing projecting from pack ,removed and replaced r1 door slide assembly ref amm task 25 66 01 000 802 25 66 01 400 801 and safty render check list work card99 2560 1 9900 rotable parts change was indicated tt 1882385 sn off 03422slide b737ng off 29 2561 9 0003 3422 on 29 2561 9 0003 3551,TA,116,Delay>15mins,2500,equipment furnishings general
13460,B737-800,inspelt life preserver at 30b seal,replaced seal,TA,14,Delay 6-15mins,2500,equipment furnishings general
13461,B737-800,overhead bin 15abc will not stay closed ,adjusted stow bin door hinges verified operation ,TL,2,Delay 0-5mins,2500,equipment furnishings general
13462,B737-800,tray table at 28e wont stay stowed,replaced broken trat table at 28e ops check okay removed pla 805799 ,TF,17,Delay>15mins,2520,passenger compartment
13507,B737-800,aft left lavatory sink clogged ,cleaned sink drain filter okay to continue ,TL,21,Delay>15mins,2500,equipment furnishings general
13508,B737-800,seat 37b armrest has a piece of metal protruding that could behazard passenger were reseated ,removed metal reractivated seats 37a and 37b ,TF,19,Delay>15mins,2500,equipment furnishings general
13509,B737-800,aft flightatt storage ovhd bin will not latch shut ,replaced latch and lock assy ,TA,4,Delay 0-5mins,2500,equipment furnishings general
13510,B737-800,seat3f reclines automatically,replaced recline actuator ops ok ,TF,3,Delay 0-5mins,2500,equipment furnishings general
13511,B737-800,gaspers at row 37def inop,untwisted supply hose ops checks good pla removed,TF,11,Delay 6-15mins,2500,equipment furnishings general
